0,1,2,3,4,5,6,7,8,9,10,11,12,13
21,4,479540,11,9,4,1,1,4,0,1,0,34,39
20,7,226337,2,8,4,1,3,4,0,1,0,24,39
19,4,56832,10,10,4,9,3,4,0,2,0,17,39
21,4,260119,11,9,4,8,1,4,0,1,0,44,39
27,4,182537,9,13,4,12,3,4,0,2,0,39,39
28,4,486098,11,9,4,1,1,4,0,1,0,41,39
33,4,202495,9,13,4,1,1,4,0,0,0,40,39
41,4,168625,11,9,4,1,1,4,0,0,0,40,39
25,4,165892,11,9,4,1,1,4,0,0,0,40,39
19,4,115401,11,9,4,8,3,4,0,3,0,34,39
32,4,178823,8,12,4,10,1,4,0,1,0,39,39
18,4,216150,0,6,4,8,3,4,0,4,0,19,39
35,4,297587,11,9,4,5,1,4,0,1,0,40,39
24,4,175557,11,9,4,3,3,4,0,1,0,40,39
29,4,178482,11,9,4,6,1,4,0,1,0,39,39
20,4,148655,1,7,4,9,1,4,0,1,0,29,39
38,4,87193,11,9,4,1,1,4,0,1,0,43,39
18,4,210185,1,7,4,9,3,4,0,3,0,18,39
28,4,471123,9,13,4,6,1,4,0,1,0,41,39
43,4,261076,11,9,5,1,1,4,0,1,0,45,39
31,4,351743,7,12,4,5,3,4,0,2,0,40,39
27,4,362779,10,10,4,12,1,4,0,1,0,49,39
22,4,229445,11,9,4,1,3,4,0,1,0,41,39
24,4,339185,11,9,4,1,1,4,0,1,0,38,39
19,4,183830,11,9,4,12,3,4,0,2,0,25,39
44,4,126493,11,9,4,1,1,4,0,1,0,47,39
21,4,184719,11,9,4,8,3,4,0,2,0,38,39
19,4,155034,6,5,4,12,3,4,0,5,0,39,39
23,4,171176,11,9,4,8,3,4,0,1,0,38,39
22,4,352886,11,9,4,6,3,4,0,2,0,39,39
18,4,139043,0,6,4,12,3,4,0,5,1,16,39
26,4,188450,11,9,4,1,1,4,0,0,0,44,39
20,4,206209,11,9,4,8,3,4,0,2,0,36,39
18,4,124193,0,5,4,12,3,4,0,6,1,15,39
19,4,198060,11,9,4,8,3,4,0,2,0,22,39
30,4,38527,11,9,4,7,1,4,0,1,0,39,39
20,4,202989,11,9,4,8,1,4,0,2,0,32,39
33,4,299686,11,9,4,6,3,4,0,1,0,35,39
24,4,175420,11,9,4,8,3,4,0,1,0,35,39
20,4,172977,11,9,4,10,3,4,0,2,0,34,39
18,4,182467,1,7,4,12,3,4,0,3,1,10,39
55,4,205131,11,9,5,8,1,4,0,1,0,45,39
22,4,212674,11,9,4,1,3,4,0,1,0,41,39
34,4,201368,11,9,4,8,1,4,0,1,0,38,39
26,4,174330,9,13,4,5,3,4,0,2,0,39,39
19,4,188153,1,7,4,9,2,4,0,2,0,34,39
18,4,150950,0,6,4,8,3,4,0,5,0,17,39
25,4,215525,9,13,4,10,3,4,0,2,0,39,39
25,4,184175,11,9,4,8,1,4,0,1,0,37,39
21,4,143005,8,11,4,7,3,4,0,2,0,37,39
41,4,106708,11,9,4,8,1,4,0,1,0,41,39
35,4,311754,11,9,4,1,1,4,0,1,0,45,39
20,4,100264,11,9,4,8,1,4,0,2,0,28,39
19,4,125348,11,9,4,1,3,4,0,1,0,15,39
37,4,173128,11,9,4,8,1,4,0,1,0,22,39
36,4,272520,8,11,4,2,3,4,0,1,0,40,39
25,4,203510,11,9,4,8,1,4,0,1,0,41,39
18,4,221329,1,7,4,9,3,4,0,3,0,23,39
19,4,47626,4,11,4,9,3,4,0,2,0,28,39
22,4,368547,11,9,4,5,3,4,0,2,0,41,39
36,4,305638,11,9,4,1,1,4,0,1,0,49,39
25,4,212186,11,9,4,8,1,4,0,1,0,39,39
27,4,223372,11,9,4,2,1,4,0,1,0,40,39
20,4,213663,11,9,4,12,3,4,0,2,0,37,39
28,4,222678,11,9,4,5,1,4,0,1,0,43,39
21,4,70654,11,9,4,8,1,4,0,1,0,50,39
18,4,233674,0,6,4,12,3,4,0,3,1,11,39
37,4,304765,11,9,4,4,1,4,0,1,0,43,39
20,4,396160,11,9,4,8,3,4,0,1,0,43,25
29,4,183192,11,9,4,8,1,4,0,1,0,23,39
21,4,136766,11,9,4,9,1,4,0,1,0,32,39
21,4,377740,11,9,4,1,1,4,0,1,0,34,39
20,4,202681,11,9,4,8,1,4,0,2,0,29,39
26,4,184778,9,13,4,10,3,4,0,2,0,40,39
18,4,157858,1,7,4,12,3,4,0,3,1,19,39
39,4,162739,11,9,4,13,1,4,0,1,0,36,39
33,4,336609,11,9,4,4,1,4,0,1,0,40,39
22,4,179717,11,9,4,1,3,4,0,1,0,41,39
38,4,169784,11,9,4,8,1,4,0,1,0,40,39
54,7,126952,11,9,5,1,4,4,0,2,0,38,39
20,4,204907,11,9,4,8,1,4,0,2,0,41,39
21,4,244290,11,9,4,1,3,4,0,1,0,41,39
20,4,105221,11,9,4,11,1,4,0,3,0,32,39
22,4,168593,10,8,4,8,3,4,0,1,0,37,39
26,6,120696,8,13,4,3,3,4,0,1,0,38,39
24,4,185269,11,9,4,7,3,4,0,2,0,38,39
19,4,397507,11,9,4,1,3,4,0,1,0,32,39
46,4,298456,11,9,4,1,1,4,0,1,0,39,39
22,4,176364,11,9,4,1,3,4,0,1,0,41,39
28,4,228107,11,9,4,4,1,4,0,1,0,40,39
20,4,252240,11,9,4,8,1,4,0,2,0,32,39
45,4,188140,8,11,4,10,1,4,0,1,0,45,39
23,4,175090,11,9,4,8,3,4,0,2,0,37,39
25,4,364049,9,13,4,12,3,4,0,2,0,38,39
23,4,264112,9,13,4,1,1,4,0,0,0,41,39
18,4,172850,0,6,4,8,3,4,0,4,0,10,39
25,4,221271,11,9,4,2,1,4,0,1,0,49,39
20,4,263686,11,9,4,8,1,4,0,2,0,42,39
18,4,227958,1,7,4,12,3,4,0,2,1,9,39
24,4,179974,11,9,4,12,2,4,0,1,0,39,39
23,4,173544,11,9,4,1,1,4,0,1,0,39,39
36,4,85806,11,9,4,8,1,4,0,1,0,46,39
19,4,231623,11,9,4,8,3,4,0,3,0,27,39
38,4,170456,11,9,4,4,4,4,0,2,0,29,39
48,4,220625,11,9,4,1,2,4,0,1,0,36,39
19,4,256289,11,9,4,12,3,4,0,2,0,39,39
21,4,426760,11,9,4,1,1,4,0,1,0,41,39
19,4,216665,11,9,4,12,3,4,0,2,0,26,39
20,4,251885,11,9,4,12,1,4,0,2,0,29,39
32,4,195041,11,9,4,7,1,4,0,1,0,39,39
25,4,133826,0,6,4,8,1,4,0,2,0,45,39
18,4,124580,2,8,4,8,3,4,0,2,0,19,39
21,4,92965,11,9,4,12,3,4,0,2,0,34,39
21,4,111549,11,9,4,8,1,4,0,1,0,29,39
21,4,232891,11,9,4,1,3,4,0,1,0,41,39
19,4,111088,11,10,4,9,3,4,0,3,0,39,39
37,4,216724,11,9,4,1,1,4,0,1,0,40,39
21,4,184110,11,9,4,12,1,4,0,1,0,37,39
20,4,383579,11,9,4,1,1,4,0,1,0,40,39
23,4,268271,11,9,4,1,3,4,0,1,0,41,39
27,4,166089,8,11,4,1,1,4,0,1,0,44,39
22,4,172780,11,9,4,1,3,4,0,1,0,42,39
20,4,159933,11,9,4,12,1,4,0,2,0,34,39
22,4,141518,11,9,4,8,1,4,0,1,0,31,39
22,4,214555,7,11,4,1,3,4,0,1,0,19,39
21,4,282099,5,11,4,9,1,4,0,1,0,30,39
20,4,152159,11,9,4,1,3,4,0,1,0,43,39
21,4,422196,11,9,4,1,1,4,0,1,0,34,39
24,4,164271,11,9,4,8,3,4,0,1,0,37,39
19,4,99045,1,7,4,9,1,4,0,1,0,29,39
23,4,91441,11,9,4,8,1,4,0,1,0,35,39
28,4,175815,11,9,4,1,1,4,0,1,0,49,39
25,4,187890,8,13,4,10,3,4,0,2,0,34,39
21,4,270367,8,11,4,12,3,4,0,2,0,37,39
23,4,113400,11,9,4,8,1,4,0,1,0,22,39
31,4,92788,11,9,4,1,1,4,0,1,0,47,39
27,4,123006,11,9,4,5,1,4,0,1,0,36,39
36,4,355143,11,9,4,1,1,4,0,1,0,41,39
18,4,78199,0,6,4,8,3,4,0,6,0,13,39
21,4,169442,11,9,4,12,3,4,0,2,0,31,39
35,4,166753,7,12,4,10,1,4,0,1,0,40,39
22,4,254458,11,9,4,9,3,4,0,2,0,40,39
20,4,154954,11,9,4,1,3,4,0,1,0,43,39
23,4,253293,11,9,4,8,1,4,0,1,0,43,39
29,4,203887,7,12,4,1,1,4,0,1,0,54,39
18,4,149009,10,8,4,12,3,4,0,2,0,25,39
36,4,159343,11,9,4,8,1,4,0,1,0,38,39
18,4,128577,2,8,4,7,3,4,0,4,0,42,39
35,4,165103,9,13,4,1,1,4,0,1,0,45,39
24,4,138029,8,13,4,1,3,4,0,1,0,19,39
31,4,139330,7,11,4,12,1,4,0,1,0,42,39
26,4,278519,11,9,4,1,1,4,0,1,0,56,39
27,4,163759,11,9,4,8,3,4,0,1,0,32,39
20,4,281218,11,9,4,1,1,4,0,1,0,41,39
19,4,44836,11,9,4,6,3,4,0,2,0,19,39
24,4,333245,11,9,4,8,3,4,0,1,0,34,39
30,4,343243,11,9,4,1,3,4,0,1,0,41,39
38,4,306842,11,9,4,1,1,4,0,1,0,39,39
24,4,188100,9,13,4,12,3,4,0,2,0,39,39
21,4,637312,11,9,4,8,1,4,0,3,0,37,39
29,4,253000,11,9,4,6,1,4,0,1,0,39,39
19,4,145151,11,9,4,1,3,4,0,1,0,15,39
23,4,180624,11,9,4,14,1,4,0,1,0,40,39
20,4,283449,11,9,4,8,3,4,0,2,0,19,39
21,4,198612,11,9,4,12,1,4,0,1,0,34,39
20,4,229557,11,9,4,1,1,4,0,1,0,41,39
29,4,79834,11,9,4,9,1,4,0,1,0,53,39
41,4,152341,11,9,4,7,1,4,0,1,0,40,39
23,4,196516,11,9,4,1,3,4,0,1,0,41,39
19,4,73735,11,9,4,8,3,4,0,3,0,36,39
28,4,232792,11,9,4,10,2,4,0,2,0,41,26
19,4,220878,11,9,4,12,3,4,0,2,0,23,39
27,4,157545,11,9,4,4,1,4,0,1,0,51,39
28,4,309988,11,9,4,12,1,4,0,1,0,37,39
31,4,371447,11,9,4,7,3,4,0,2,0,30,39
35,4,165425,11,9,4,8,3,4,0,1,0,38,39
22,4,177580,11,9,4,1,3,4,0,1,0,41,39
29,4,363660,11,9,4,1,3,4,0,1,0,41,39
21,4,186178,11,9,4,1,1,4,0,1,0,41,39
50,4,68320,11,9,4,1,1,4,0,1,0,46,39
36,4,141069,11,9,4,1,1,4,0,0,0,41,39
19,4,235729,11,9,4,8,3,4,0,2,0,21,39
20,4,218573,11,9,4,7,3,4,0,2,0,39,39
19,4,88277,11,9,4,8,3,4,0,2,0,21,39
35,4,219774,11,9,4,8,1,4,0,1,0,38,39
19,4,39909,11,9,4,4,3,4,0,2,0,25,39
48,4,139776,7,12,4,10,1,4,0,2,0,45,39
26,4,106546,11,9,4,1,1,4,0,1,0,38,39
26,4,174106,8,13,4,10,3,4,0,2,0,38,39
30,4,150056,11,9,4,6,1,4,0,1,0,39,39
32,4,312544,11,9,4,2,3,4,0,1,0,41,39
42,4,131660,9,13,4,7,1,4,0,1,0,42,39
20,4,337776,11,9,4,1,1,4,0,1,0,41,39
46,4,157782,11,9,4,1,1,4,0,1,0,23,39
19,4,147899,11,9,4,8,3,4,0,3,0,40,39
34,4,204905,8,12,4,1,1,4,0,0,0,39,39
24,4,250151,9,13,4,10,1,4,0,1,0,41,39
23,4,236703,9,13,4,10,1,4,0,1,0,41,39
19,4,230752,11,9,4,12,3,4,0,2,0,38,39
28,4,173912,9,13,4,10,3,4,0,2,0,39,39
32,4,210498,11,9,4,12,1,4,0,1,0,40,39
22,4,51817,11,9,4,12,1,4,0,1,0,40,39
36,4,199740,11,9,4,6,1,4,0,1,0,40,39
28,4,199540,11,9,4,1,1,4,0,0,0,40,39
31,4,299389,9,13,4,4,1,4,0,1,0,41,39
26,4,196073,11,9,4,1,1,4,0,1,0,48,39
19,4,156077,3,9,4,9,3,4,0,2,0,24,39
30,4,240735,11,9,5,8,1,4,0,1,0,34,39
18,4,222871,1,7,4,8,3,4,0,3,0,25,39
20,4,267764,11,9,4,2,3,4,0,1,0,41,39
18,4,226960,1,7,4,12,3,4,0,2,1,20,39
29,4,193746,9,13,4,12,1,4,0,1,0,41,39
25,4,196265,11,9,4,8,1,4,0,1,0,31,39
21,4,172997,11,9,4,1,3,4,0,1,0,42,39
20,4,134214,11,9,4,7,1,4,0,1,0,31,39
19,4,205753,11,9,4,8,3,4,0,2,0,16,39
30,4,290958,8,11,4,12,1,4,0,1,0,45,39
31,4,145059,11,9,4,12,1,4,0,1,0,23,39
19,4,240603,11,9,4,12,3,4,0,2,0,19,39
29,4,177032,11,9,4,2,1,4,0,1,0,49,39
24,4,167398,11,9,4,1,1,4,0,1,0,51,39
56,4,182512,11,9,5,8,1,4,0,1,0,46,39
27,4,248202,11,9,4,5,3,4,0,1,0,40,39
21,4,165835,11,9,4,1,3,4,0,1,0,42,39
26,4,310512,11,9,4,1,1,4,0,1,0,40,39
21,4,79844,11,9,4,8,1,4,0,1,0,51,39
25,4,136000,7,12,4,9,1,4,0,1,0,17,39
37,4,70681,11,9,4,7,1,4,0,1,0,40,39
26,4,191384,8,11,4,9,3,4,0,2,0,38,39
36,4,121391,11,9,5,1,1,4,0,1,0,34,39
19,4,55866,11,9,4,7,3,4,0,2,0,19,39
23,4,205827,11,9,4,1,2,4,0,1,0,38,39
21,4,184826,11,9,4,12,1,4,0,2,0,36,39
19,4,54972,6,5,4,9,3,4,0,5,0,22,39
20,4,177404,11,9,4,8,3,4,0,2,0,39,39
39,4,325472,11,9,4,1,1,4,0,1,0,38,39
20,4,140514,11,9,4,8,1,4,0,1,0,45,39
23,4,115484,0,6,4,8,1,4,0,2,0,29,39
20,4,201055,11,9,4,8,3,4,0,2,0,24,39
22,4,183737,11,9,4,1,3,4,0,1,0,41,39
23,4,204749,8,11,4,1,3,4,0,1,0,41,39
36,4,130497,11,9,4,12,1,4,0,1,0,48,39
19,4,267056,11,9,4,7,1,4,0,2,0,23,39
22,4,221225,11,9,4,8,2,4,0,2,0,38,39
18,4,178949,1,7,4,12,1,4,0,2,0,25,39
19,4,90765,2,8,4,9,3,4,0,2,0,20,39
24,4,454947,11,9,4,1,1,4,0,1,0,30,39
37,4,44787,9,13,4,10,1,4,0,1,0,48,39
20,4,205977,8,11,4,9,3,4,0,1,0,15,39
37,4,170451,11,9,4,7,1,4,0,1,0,39,39
26,4,182058,11,9,4,8,1,4,0,1,0,37,39
29,4,195010,9,13,4,10,3,4,0,2,0,39,39
19,4,92705,11,9,4,7,3,4,0,3,0,17,39
18,4,132718,2,7,4,12,3,4,0,3,1,17,39
30,4,322219,11,9,4,6,1,4,0,1,0,41,39
37,4,171828,11,9,4,4,3,4,0,1,0,40,39
26,4,167764,11,9,4,8,3,4,0,1,0,37,39
22,4,367244,11,9,4,2,3,4,0,1,0,41,39
21,4,71385,11,9,4,8,1,4,0,1,0,32,39
36,4,343571,11,9,4,8,1,4,0,1,0,30,39
26,4,119608,11,9,4,1,1,4,0,1,0,50,39
29,4,177708,11,9,4,5,1,4,0,1,0,40,39
24,4,258115,11,9,4,1,1,4,0,1,0,46,39
31,4,161076,11,9,4,7,3,4,0,1,0,38,39
20,4,144094,4,11,4,9,3,4,0,2,0,21,39
18,4,221527,1,7,4,12,3,4,0,2,1,20,39
22,4,311549,11,9,4,1,1,4,0,1,0,41,39
26,4,106139,11,9,4,8,1,4,0,1,0,48,39
21,4,193685,11,9,4,13,3,4,0,1,0,35,39
40,7,181412,8,13,4,3,1,4,0,0,0,40,39
22,4,273004,11,9,4,7,3,4,0,2,0,36,39
26,4,196852,9,13,4,7,3,4,0,2,0,30,39
27,4,107350,9,13,4,10,1,4,0,1,0,16,39
28,4,166195,11,9,4,12,1,4,0,1,0,22,39
22,4,168046,7,12,4,1,3,4,0,1,0,42,39
32,4,173924,8,12,4,10,3,4,0,2,0,41,39
18,4,188344,1,7,4,8,3,4,0,3,0,8,39
24,4,280305,11,9,4,8,1,4,0,1,0,45,39
48,4,178945,11,9,5,1,1,4,0,1,0,42,39
23,4,165554,11,9,4,9,1,4,0,1,0,41,39
19,4,172078,11,9,4,12,3,4,0,2,0,24,39
36,4,68184,11,9,4,1,1,4,0,1,0,42,39
22,4,475103,11,9,4,1,3,4,0,1,0,42,39
18,4,195846,1,7,4,8,3,4,0,3,0,22,39
20,4,154399,11,9,4,8,3,4,0,2,0,40,39
18,4,199039,1,7,4,12,3,4,0,2,2,6,39
20,4,230867,11,9,4,1,3,4,0,1,0,36,39
22,4,38412,11,9,4,8,1,4,0,1,0,46,39
20,4,177667,5,11,4,12,3,4,0,1,0,11,39
34,4,171044,9,13,4,1,1,4,0,0,0,41,39
26,4,313586,9,13,4,12,3,4,0,2,0,40,39
30,4,206339,11,9,5,11,1,4,0,1,0,41,39
19,4,236545,11,9,4,8,3,4,0,2,0,23,39
28,4,147641,11,9,4,1,1,4,0,0,0,40,39
25,4,205976,9,13,4,12,1,4,0,1,0,41,39
22,4,208570,11,9,4,1,2,4,0,1,0,38,39
40,4,116081,11,9,4,1,1,4,0,0,0,43,39
27,4,128407,11,9,4,12,1,4,0,1,0,37,39
41,4,208565,11,9,5,1,1,4,0,1,0,39,39
28,4,162789,11,9,4,5,1,4,0,1,0,39,39
31,4,348808,11,9,4,1,3,4,0,1,0,41,39
20,4,178646,11,9,4,8,3,4,0,2,0,40,39
25,4,202468,11,9,4,8,3,4,0,1,0,30,39
24,4,324802,9,13,4,10,1,4,0,1,0,41,39
28,4,198805,11,9,4,4,1,4,0,1,0,48,39
48,4,134259,11,9,4,4,1,4,0,1,0,41,39
18,4,191416,2,8,4,12,3,4,0,2,0,25,39
26,4,194860,7,12,4,10,3,4,0,3,0,40,39
41,4,161865,11,9,4,1,2,4,0,1,0,41,39
27,4,210662,11,9,4,8,1,4,0,1,0,38,39
24,4,73942,9,13,4,12,1,4,0,1,0,39,39
20,4,180234,11,9,4,1,3,4,0,1,0,42,39
27,4,213646,11,9,4,2,1,4,0,1,0,44,39
18,4,254588,1,7,4,12,3,4,0,2,1,25,39
20,4,207866,11,9,4,1,3,4,0,1,0,42,39
22,4,219922,11,9,4,8,3,4,0,2,0,37,39
21,4,651733,11,9,4,1,1,4,0,1,0,29,39
29,6,191304,4,10,4,4,3,4,0,1,0,35,39
21,4,138368,0,6,4,8,1,4,0,3,0,40,39
32,4,127986,11,9,4,12,3,4,0,1,0,38,39
27,6,167460,9,13,4,11,3,4,0,2,0,39,39
34,4,414728,11,9,4,5,1,4,0,1,0,47,39
20,4,147831,11,9,4,1,3,4,0,1,0,42,39
24,4,213070,11,9,4,7,1,4,0,1,0,41,39
31,4,352193,11,9,4,1,1,4,0,1,0,40,39
27,4,67161,8,13,4,6,1,4,0,1,0,55,39
35,4,220681,11,9,4,12,1,4,0,1,0,40,39
29,4,263483,11,9,4,12,1,4,0,1,0,45,39
22,4,406080,11,9,4,8,1,4,0,1,0,27,39
24,4,196211,11,9,4,12,1,4,0,1,0,38,39
28,4,197147,11,9,4,1,1,4,0,1,0,47,39
26,4,167141,11,9,4,1,1,4,0,0,0,37,39
24,4,215225,11,9,4,12,1,4,0,1,0,32,39
35,4,272920,11,9,4,1,3,4,0,1,0,41,39
29,4,239651,11,9,4,12,1,4,0,1,0,46,39
31,4,286266,11,9,4,5,3,4,0,1,0,40,39
28,4,164844,11,9,4,5,1,4,0,1,0,40,39
26,4,240293,11,9,4,7,1,4,0,1,0,40,39
54,4,181393,11,9,5,1,1,4,0,1,0,40,39
21,4,273538,11,9,4,8,3,4,0,2,0,26,39
52,4,168890,11,9,5,2,1,4,0,1,0,41,39
21,4,96552,11,9,4,9,1,4,0,1,0,35,39
26,4,202187,11,9,4,1,1,4,0,1,0,41,39
43,4,161942,11,9,4,8,1,4,0,1,0,23,39
19,4,138995,11,9,4,12,3,4,0,2,0,24,39
33,4,161574,10,10,4,12,3,4,0,1,0,31,39
52,4,151539,11,9,5,1,1,4,0,1,0,41,39
24,4,167082,11,9,4,8,3,4,0,1,0,36,39
22,4,231895,11,9,4,12,3,4,0,1,0,39,39
18,4,189756,0,6,4,9,3,4,0,4,0,15,39
18,4,140342,0,6,4,8,3,4,0,4,0,11,39
35,4,147032,11,9,4,11,1,4,0,1,0,39,39
29,4,201173,11,9,4,8,1,4,0,1,0,32,39
26,4,304078,8,11,4,9,1,4,0,1,0,47,39
27,4,41927,11,9,4,5,1,4,0,1,0,37,39
19,4,410615,11,9,4,1,3,4,0,1,0,24,39
19,4,152804,11,9,4,12,3,4,0,2,0,18,39
22,4,312155,7,12,4,1,1,4,0,1,0,35,39
36,4,148188,11,9,5,6,3,4,0,2,0,37,39
23,4,171816,11,9,4,11,3,4,0,1,0,37,38
21,4,139091,11,9,4,7,1,4,0,1,0,38,39
25,4,239779,11,9,4,1,1,4,0,0,0,34,39
20,6,181530,3,9,4,7,3,4,0,2,0,25,39
31,7,155071,8,13,4,11,1,4,0,1,0,38,39
25,4,321791,8,11,4,12,3,4,0,2,0,38,39
49,4,302389,11,9,4,1,1,4,0,1,0,35,39
18,4,155259,0,6,4,8,3,4,0,6,0,32,39
32,4,316293,11,9,4,6,1,4,0,1,0,39,39
20,4,257075,11,9,4,12,3,4,0,2,0,36,39
18,4,262164,2,7,4,12,3,4,0,2,1,20,39
42,4,149315,11,9,4,7,1,4,0,1,0,40,39
23,4,331829,11,9,4,1,1,4,0,1,0,32,39
21,4,159067,11,9,4,8,3,4,0,2,0,38,39
24,4,99168,11,9,4,6,1,4,0,1,0,34,39
29,4,230388,11,9,4,7,3,4,0,2,0,38,39
33,4,233394,9,13,4,1,1,4,0,0,0,41,39
25,4,406743,11,9,4,1,3,4,0,1,0,40,39
39,4,259554,11,9,4,1,1,4,0,1,0,39,39
22,4,181416,11,9,4,1,3,4,0,1,0,41,39
22,4,329835,11,9,4,8,3,4,0,1,0,22,39
22,4,274341,11,9,4,12,1,4,0,1,0,39,39
30,4,301298,11,9,4,6,1,4,0,1,0,46,39
27,4,252724,11,9,4,8,3,4,0,1,0,30,39
21,4,458199,11,9,4,1,3,4,0,1,0,38,39
19,4,51427,11,9,4,8,3,4,0,2,0,12,39
27,4,193319,11,9,4,7,1,4,0,1,0,38,39
32,4,448745,11,9,4,7,1,4,0,1,0,45,39
31,4,45667,11,9,4,1,1,4,0,1,0,43,39
35,4,343954,11,9,4,9,1,4,0,1,0,37,39
26,4,224886,8,11,4,9,1,4,0,1,0,38,39
24,4,427783,9,13,4,1,1,4,0,1,0,42,39
30,4,280502,10,8,4,12,1,4,0,1,0,41,39
21,4,47053,11,9,4,8,1,4,0,1,0,45,39
27,4,240875,11,9,5,8,1,4,0,1,0,31,39
31,4,267024,11,9,4,6,1,4,0,1,0,39,39
23,4,129421,11,9,4,6,1,4,0,1,0,35,39
18,4,193646,1,7,4,8,3,4,0,2,0,18,39
21,4,117135,11,9,4,6,1,4,0,1,0,37,39
26,4,215344,5,5,4,9,3,4,0,2,0,38,8
28,4,133571,11,9,4,2,1,4,0,1,0,35,39
28,4,215730,11,9,4,12,1,4,0,1,0,23,39
27,4,397662,11,9,4,1,1,4,0,1,0,41,39
29,4,325218,11,9,4,12,1,4,0,1,0,46,39
21,4,244663,9,13,4,6,3,4,0,2,0,40,39
25,4,228420,11,9,4,1,1,4,0,1,0,39,39
27,4,406573,11,9,4,1,3,4,0,1,0,41,39
20,4,265761,11,9,4,8,3,4,0,2,0,20,39
24,4,273898,11,9,4,11,2,4,0,1,0,42,27
37,4,58291,9,13,4,10,1,4,0,1,0,43,39
20,4,233645,11,9,4,8,3,4,0,2,0,33,39
24,4,191741,11,9,4,8,3,4,0,1,0,37,39
25,4,172200,11,9,4,1,1,4,0,0,0,36,39
30,4,239241,7,6,4,6,1,4,0,1,0,31,28
35,4,146119,11,9,4,12,1,4,0,1,0,41,39
20,4,187380,11,9,4,12,3,4,0,2,0,35,39
31,4,204793,11,9,4,8,3,4,0,1,0,27,39
31,4,165084,9,13,4,6,1,4,0,1,0,39,39
34,4,130080,11,9,4,12,1,4,0,1,0,48,39
24,4,193543,9,13,4,10,1,4,0,1,0,41,39
36,4,193346,11,9,4,8,1,4,0,1,0,38,39
22,4,247635,8,11,4,1,1,4,0,1,0,39,39
28,4,272983,11,9,4,3,1,4,0,1,0,40,39
22,4,203998,9,13,4,7,3,4,0,2,0,39,39
36,4,551789,11,9,4,6,1,4,0,1,0,39,39
26,4,137897,9,13,4,10,1,4,0,1,0,38,39
18,4,196856,1,7,4,8,3,4,0,3,0,34,39
41,4,132155,2,8,4,7,1,4,0,1,0,36,39
27,4,272152,11,9,4,1,1,4,0,1,0,47,39
25,4,327689,11,9,4,1,1,4,0,1,0,36,39
20,4,157830,11,9,4,12,3,4,0,2,0,35,39
24,4,191499,11,9,4,4,2,4,0,1,0,39,39
27,6,224182,8,13,4,1,1,4,0,0,0,40,39
24,4,219733,11,9,4,8,1,4,0,1,0,41,39
23,4,256893,9,13,4,10,1,4,0,1,0,27,39
19,4,141194,11,9,4,8,3,4,0,3,0,38,39
18,4,175839,1,7,4,12,3,4,0,3,1,16,39
21,4,189611,8,11,4,9,3,4,0,2,0,30,39
20,4,206949,9,8,4,1,3,4,0,1,0,38,39
25,4,212299,11,9,4,1,1,4,0,0,0,41,39
26,4,166620,11,9,4,8,3,4,0,1,0,36,39
24,4,280001,9,13,4,10,1,4,0,1,0,41,39
18,4,237424,9,7,4,12,3,4,0,3,0,22,39
38,4,43467,11,9,4,5,1,4,0,1,0,41,39
19,4,391852,11,9,4,1,3,4,0,1,0,27,39
25,4,241223,8,13,4,10,3,4,0,2,0,40,39
28,4,177597,9,13,4,10,1,4,0,1,0,41,39
30,4,171776,9,13,4,10,1,4,0,1,0,41,39
39,4,63366,11,9,4,6,1,4,0,1,0,46,39
19,4,103939,11,9,4,8,3,4,0,2,0,16,39
23,4,180779,11,9,4,11,3,4,0,2,0,35,39
18,4,174490,0,6,4,12,3,4,0,5,1,13,39
22,4,264978,9,13,4,12,1,4,0,1,0,17,39
21,4,197163,11,9,4,7,3,4,0,1,0,17,39
19,4,247139,11,9,4,10,3,4,0,2,0,19,39
20,4,457942,11,9,4,1,3,4,0,1,0,41,39
28,5,169367,9,13,4,10,1,4,0,1,0,40,39
22,4,42093,11,9,4,8,1,4,0,1,0,37,39
23,4,61240,9,13,4,12,1,4,0,1,0,35,39
25,4,224601,7,12,4,1,1,4,0,1,0,41,39
23,4,128818,11,9,4,1,1,4,0,1,0,40,39
24,4,310635,11,9,4,1,3,4,0,1,0,41,36
30,4,128464,11,9,4,12,3,4,0,1,0,36,39
26,4,179364,7,12,4,10,3,4,0,2,0,40,39
28,4,250107,9,13,4,10,1,4,0,1,0,40,39
38,4,152881,11,9,5,6,1,4,0,1,0,32,39
25,4,292080,9,13,4,10,1,4,0,1,0,28,39
29,4,360289,11,9,4,1,1,4,0,1,0,40,39
32,4,265910,11,9,4,6,3,4,0,1,0,40,39
27,4,179595,9,13,4,10,3,4,0,2,0,40,39
19,4,197177,2,8,4,12,3,4,0,2,0,36,39
38,4,175037,11,9,4,8,1,4,0,1,0,39,39
25,4,92101,9,13,4,10,1,4,0,1,0,33,39
22,4,254827,11,9,4,8,3,4,0,2,0,31,39
47,4,186690,11,9,5,8,1,4,0,1,0,47,39
36,4,200988,11,9,4,8,1,4,0,1,0,41,39
19,4,193075,11,9,4,12,3,4,0,3,0,29,39
21,4,239326,11,9,4,1,1,4,0,1,0,38,39
27,4,120638,11,9,4,7,3,4,0,1,0,22,39
18,4,218120,1,7,4,8,3,4,0,3,0,20,39
20,4,285736,11,9,4,7,3,4,0,2,0,20,39
28,4,219368,11,9,4,3,1,4,0,1,0,40,39
